IDE;aitem1;aitem2;aitem3;aitem4;aitem5;aitem6;aitem7;aitem8;aitem9;aitem10;aitem11;aitem12;aitem13;aitem14;aitem15;aitem16;aitem17;aitem18;aitem19;aitem20;aitem21;aitem22;aitem23;aitem24;aitem25;aitem26;aitem27;aitem28;aitem29;aitem30;aitem31;aitem32;aitem33;aitem34;aitem35;aitem36;aitem37
R1071;4;5;3;5;5;1;3;5;2;5;2;1;5;1;2;4;5;3;5;3;5;5;2;3;4;1;5;4;4;5;5;5;1;4;5;1;5
R1072;1;1;4;3;2;1;2;4;1;5;5;4;1;4;3;2;2;1;4;4;4;3;1;5;2;1;5;5;3;5;4;5;2;2;5;2;3
R1073;3;1;5;1;5;2;3;3;2;1;2;5;3;5;2;4;4;1;1;2;4;5;2;1;3;4;5;2;1;2;4;5;3;5;1;3;4
R1074;2;3;4;2;2;2;2;5;2;1;2;1;4;5;3;3;1;2;5;1;1;4;1;1;1;5;4;5;5;1;4;5;2;1;1;1;1
R1075;4;5;4;3;3;3;4;5;2;4;3;5;2;2;3;3;5;3;1;1;1;3;5;3;4;3;3;4;3;1;2;2;4;5;5;2;1
R1076;5;3;4;3;4;2;1;1;3;4;3;1;2;2;1;4;2;2;2;5;2;3;1;5;4;1;4;1;1;5;5;5;3;3;2;4;2
R1077;5;3;2;5;5;4;3;4;3;2;5;5;3;1;5;5;3;3;1;4;2;4;2;3;2;5;5;4;3;2;5;5;1;5;4;1;4
R1078;2;4;1;1;4;2;5;1;3;1;3;2;5;4;2;3;4;2;2;4;3;1;3;3;3;2;2;2;3;5;2;2;2;5;3;2;2
R1079;3;5;4;2;1;1;4;5;4;4;5;1;3;1;1;4;2;4;5;1;4;5;1;2;4;4;1;3;3;1;3;2;3;4;4;4;4
R1080;5;4;1;3;4;4;1;3;4;1;2;1;5;2;4;2;2;2;1;5;3;1;3;5;2;3;5;5;4;4;4;4;5;2;2;1;2
R1081;5;2;4;2;2;4;2;1;2;3;5;3;2;5;1;1;1;1;2;3;4;2;3;2;5;4;1;5;2;2;3;5;1;2;4;5;5
R1082;1;1;4;3;5;5;2;4;3;4;4;2;1;1;3;5;5;3;2;2;2;2;4;2;3;2;4;2;5;3;2;3;1;1;1;2;1
R1083;3;3;4;4;2;3;5;3;1;4;5;2;4;4;5;5;5;2;4;5;1;4;3;2;2;1;4;3;5;1;4;2;4;1;1;3;4
R1084;3;1;3;4;2;2;4;4;5;4;4;4;1;3;5;1;3;2;4;1;1;5;4;5;4;4;2;1;4;5;5;3;2;5;2;5;4
R1085;5;3;5;3;4;4;5;4;3;1;1;4;4;2;1;5;1;3;4;1;1;4;2;3;3;2;2;2;2;4;4;5;4;4;4;2;1
R1086;5;2;3;2;3;4;4;2;3;4;1;2;3;2;4;4;5;1;5;4;1;2;4;4;2;2;2;4;2;3;5;2;5;3;2;3;1
R1087;4;1;2;5;5;2;1;2;1;1;2;4;1;1;5;1;4;4;2;4;3;5;1;4;5;2;1;5;1;3;2;1;2;5;5;4;5
R1088;4;3;1;2;5;2;5;4;1;1;1;2;3;3;5;4;4;4;1;1;4;2;3;2;2;1;5;2;1;4;5;1;3;3;5;2;1
R1089;1;2;4;5;3;3;4;1;1;4;3;1;1;4;4;1;3;4;5;3;3;4;1;1;3;5;3;4;2;5;4;2;4;1;1;2;4
R1090;1;3;5;3;4;2;1;2;5;4;4;3;1;4;2;3;5;2;2;1;1;4;1;1;2;3;3;1;4;1;1;5;2;2;5;1;3
R1091;5;5;5;1;2;4;2;4;3;1;2;4;4;4;3;2;3;4;4;5;5;3;3;4;5;5;5;4;3;1;5;1;2;5;1;4;2
R1092;3;3;3;4;4;5;4;3;5;2;4;3;5;4;4;1;1;3;5;1;4;2;2;4;5;1;5;1;4;1;4;4;5;5;5;2;3
R1093;2;1;5;4;1;1;4;1;4;5;2;3;1;5;4;2;5;2;4;2;3;5;3;1;2;2;4;5;5;5;2;3;3;2;4;3;5
R1094;5;5;1;1;5;1;5;2;4;3;1;1;2;4;4;2;1;4;3;2;1;5;2;5;3;2;5;1;1;2;2;3;3;1;4;2;2
R1095;3;1;1;1;3;4;2;4;4;3;3;5;4;4;3;1;2;5;1;3;1;2;3;1;2;5;4;4;5;3;3;3;3;3;1;4;5
R1096;3;5;4;3;1;1;5;4;2;4;5;1;5;4;5;5;4;2;3;5;1;2;4;5;3;3;1;5;2;3;3;2;3;1;2;3;3
R1097;4;4;3;4;5;5;1;4;3;2;5;4;4;4;3;2;2;1;4;2;3;3;5;3;2;2;3;3;4;1;5;3;5;5;1;1;3
R1098;5;3;4;5;4;4;5;5;3;2;3;1;4;1;4;5;3;1;3;1;5;4;5;3;1;2;4;2;4;5;3;2;5;3;2;1;2
R1099;5;4;4;3;1;4;5;1;4;2;4;4;2;5;5;5;4;4;5;1;4;3;1;5;1;1;5;5;4;1;2;2;2;4;3;1;5
R1100;1;2;1;4;4;2;5;4;1;2;3;1;2;3;5;1;5;5;3;3;4;5;5;2;3;3;5;4;3;4;3;4;4;4;4;3;2
R1101;5;3;2;4;3;1;1;1;5;3;3;1;3;2;4;3;4;2;5;2;5;3;5;5;2;3;1;2;1;1;2;5;2;1;4;4;3
R1102;1;1;1;2;4;1;1;5;1;1;4;4;1;1;1;2;1;4;4;5;5;3;5;3;2;5;5;4;4;2;3;4;2;4;1;4;3
R1103;2;5;2;5;3;2;1;1;2;2;2;3;2;4;1;1;2;3;1;1;1;3;3;1;4;4;2;5;5;4;2;3;4;4;5;3;2
R1104;2;3;2;4;3;1;4;1;3;1;2;3;2;5;3;4;2;1;3;1;4;3;3;3;1;1;2;4;3;1;5;3;5;4;5;3;3
R1105;2;1;1;4;1;4;1;1;1;4;2;4;5;4;3;3;1;1;1;2;3;1;1;4;4;3;2;5;1;4;3;2;5;5;2;5;1
R1106;1;5;1;4;4;1;4;2;5;1;5;3;3;2;5;2;2;3;1;1;2;5;2;4;4;4;1;4;5;3;3;1;2;4;1;1;1
R1107;5;5;2;2;3;5;5;3;2;1;3;4;3;3;4;5;2;5;1;5;1;3;2;4;2;4;2;1;4;3;2;2;5;4;2;3;2
R1108;1;4;3;2;5;3;2;3;2;4;2;3;4;4;5;5;3;1;2;5;5;1;1;1;1;3;1;4;1;3;1;4;3;3;2;2;2
R1109;2;4;3;5;2;2;1;2;2;1;3;3;1;2;1;1;5;4;1;3;1;4;1;2;1;4;2;5;2;3;5;4;3;2;4;2;3
R1110;2;5;2;1;2;2;2;4;3;4;2;3;5;3;5;3;1;4;3;2;1;4;3;5;3;1;5;5;2;3;5;3;5;1;2;1;3
R1111;5;2;2;1;3;3;4;3;4;1;2;4;5;4;4;2;2;1;5;3;4;4;4;2;5;4;1;5;3;3;2;1;1;4;4;4;1
R1112;2;4;3;3;2;1;5;4;2;3;5;3;5;3;3;3;2;4;1;4;1;1;4;4;3;5;2;3;2;1;1;1;2;2;5;5;1
R1113;3;4;5;4;1;3;1;5;4;5;3;2;2;3;5;3;3;4;5;2;5;5;2;2;4;1;5;1;5;4;1;4;2;4;1;3;1
R1114;2;1;4;5;5;1;5;4;4;3;3;1;5;4;1;3;1;3;2;1;3;3;3;4;2;5;3;3;1;5;5;5;4;4;4;2;1
R1115;4;4;1;1;2;3;5;3;3;3;1;3;5;4;1;5;1;3;2;3;3;3;3;1;1;2;3;2;1;1;3;3;3;5;3;2;4
R1116;4;4;4;1;2;5;1;4;5;2;1;4;4;4;4;4;1;5;4;4;2;5;2;5;1;1;1;4;2;2;2;4;3;5;3;1;2
R1117;1;4;2;3;4;4;2;5;1;5;4;5;2;5;4;4;2;1;2;5;5;1;3;1;4;4;3;1;4;4;5;5;2;3;4;5;3
R1118;1;4;2;2;2;3;3;5;1;1;2;3;1;5;5;2;1;2;1;2;2;5;4;1;5;4;2;3;4;2;5;1;1;3;5;3;4
R1119;1;2;1;4;5;5;2;5;4;5;1;5;2;4;2;4;2;3;4;1;3;4;2;3;3;2;1;5;5;2;5;2;3;3;1;2;5
R1120;2;4;4;5;3;1;4;3;3;1;3;1;4;4;5;5;5;4;1;3;5;1;3;5;1;5;4;4;1;2;4;3;5;2;4;3;5
R1121;5;4;3;2;1;3;5;2;5;3;4;1;3;4;2;5;4;1;5;5;2;5;2;3;2;4;3;3;1;2;3;5;2;2;1;3;5
R1122;5;4;5;5;5;4;5;1;3;5;3;3;4;2;1;3;4;5;5;1;3;4;5;3;3;4;5;2;4;3;3;5;5;5;2;5;2
R1123;5;1;3;3;5;5;4;3;2;1;3;3;2;4;4;2;3;1;1;3;5;2;3;4;1;1;4;1;1;3;3;2;1;2;1;2;4
R1124;5;4;4;1;2;5;2;4;1;3;2;4;2;1;3;2;1;4;3;4;1;4;2;2;4;3;2;2;3;2;1;2;3;5;2;2;5
R1125;2;3;5;5;5;1;3;5;2;4;4;4;5;4;1;5;1;5;5;1;5;2;2;5;3;5;2;2;2;3;3;3;2;3;1;5;3
R1126;2;5;5;1;4;1;4;3;5;4;2;4;1;2;1;2;2;2;4;2;5;4;5;1;1;3;3;1;1;3;5;5;2;5;4;3;2
R1127;5;4;4;1;4;3;2;5;4;2;4;3;2;4;1;1;4;2;1;3;2;5;3;5;3;2;3;5;4;1;1;5;5;5;3;3;5
R1128;5;5;4;5;1;5;3;5;4;3;3;4;4;3;1;1;2;2;2;5;4;2;1;2;2;4;1;4;1;3;4;2;3;4;2;5;3
R1129;2;1;3;2;4;5;4;2;1;1;4;2;1;2;2;5;3;4;1;3;5;4;2;5;3;3;2;1;1;3;3;3;5;1;5;5;3
R1130;3;3;4;5;1;2;2;1;1;2;2;3;1;3;4;2;5;2;2;2;3;2;3;5;3;2;3;1;1;4;1;3;2;1;3;4;2
R1131;4;1;4;2;4;5;1;2;5;1;2;3;3;1;3;5;1;3;1;4;1;3;5;3;5;3;2;5;2;4;3;2;1;4;3;5;1
R1132;3;3;4;4;4;2;4;4;5;2;2;3;2;3;1;3;1;2;4;3;5;5;4;1;5;5;1;4;5;2;4;5;5;2;1;2;4
R1133;5;4;1;4;4;2;5;1;4;1;5;3;2;5;1;4;5;5;3;5;5;4;1;5;5;1;1;2;4;2;1;1;4;1;2;1;4
R1134;1;1;3;5;1;1;4;5;5;1;5;4;3;5;2;3;2;3;4;5;3;5;1;1;2;4;2;3;2;3;3;3;3;2;2;4;1
R1135;4;1;1;5;5;5;3;4;3;2;1;3;2;2;1;5;5;1;1;1;1;2;2;4;4;4;5;3;4;5;3;2;3;5;4;1;1
R1136;1;4;1;5;2;1;3;4;2;2;3;2;5;1;5;3;1;2;4;3;2;4;2;2;1;5;1;4;2;4;4;1;3;4;3;3;1
R1137;5;4;2;4;3;4;5;2;5;3;2;3;5;1;5;5;5;5;3;5;1;3;2;2;2;1;3;5;1;4;5;2;4;3;1;5;2
R1138;4;4;4;5;4;4;2;4;4;1;3;1;1;3;5;1;2;5;3;5;2;4;2;5;1;2;5;5;4;5;4;3;1;3;3;2;2
R1139;4;1;3;5;3;1;4;2;3;1;2;3;3;1;1;5;2;5;3;1;4;3;4;3;3;3;5;5;5;4;3;5;2;1;5;4;1
R1140;4;2;5;5;2;2;5;5;1;1;2;1;4;3;4;2;5;1;4;3;5;1;1;2;2;1;4;5;4;3;4;1;2;4;1;5;1
R1141;5;4;2;5;5;1;1;2;4;3;4;5;3;3;2;4;2;5;5;4;1;5;5;5;4;5;5;1;3;4;4;4;4;5;2;2;1
R1142;5;2;1;1;5;4;4;4;2;5;1;3;2;1;4;4;1;3;2;5;4;2;3;4;1;3;1;3;1;2;4;1;1;4;3;5;5
R1143;1;5;4;3;4;5;2;1;2;3;4;3;5;3;4;5;4;2;2;2;3;1;4;4;4;4;3;5;5;4;1;5;1;2;2;5;3
R1144;5;5;2;1;5;4;4;3;5;1;4;4;3;1;5;2;3;1;2;4;3;1;2;2;1;2;3;4;5;2;1;4;2;2;5;2;1
R1145;5;3;1;1;2;4;2;2;1;1;5;1;5;4;2;3;2;5;1;3;2;2;2;3;1;2;1;2;3;4;4;5;3;4;1;5;3
R1146;5;5;3;4;4;5;2;2;4;4;4;5;5;2;2;3;5;2;5;2;2;3;1;4;3;3;5;4;2;3;1;4;5;1;2;3;3
R1147;5;3;1;4;2;5;1;3;2;3;2;3;2;3;3;1;2;4;5;2;1;5;2;1;2;1;1;2;2;4;2;2;5;3;3;1;1
R1148;3;4;1;5;4;4;5;1;5;2;3;5;5;3;3;5;1;5;1;3;4;3;1;1;2;2;4;4;2;1;4;4;5;5;3;4;3
R1149;1;5;5;4;1;5;5;2;5;1;3;2;4;4;1;3;1;2;3;2;3;3;2;5;3;5;3;1;2;1;4;4;2;5;1;5;2
R1150;1;5;1;1;5;5;3;3;1;3;5;4;3;3;4;4;3;4;4;5;3;4;4;4;3;5;3;2;4;5;5;1;2;4;5;3;1
R1151;5;3;5;5;4;2;3;2;1;4;3;3;2;1;1;4;4;3;5;2;3;4;1;2;4;5;5;4;5;1;3;3;4;3;3;1;1
R1152;1;5;5;3;1;3;4;1;3;2;1;1;5;4;4;4;4;3;1;4;1;3;3;5;1;3;2;5;1;4;1;3;3;1;5;4;5
R1153;4;4;1;4;5;5;4;3;2;3;2;2;2;4;1;4;1;3;2;5;1;2;2;2;2;3;5;5;5;1;1;1;4;4;5;5;5
R1154;4;4;4;3;2;1;1;2;5;1;2;3;5;4;3;2;3;2;5;3;2;5;1;2;1;4;4;3;4;2;3;5;4;5;5;2;2
R1155;2;4;5;3;1;3;3;3;5;4;4;3;1;2;3;5;1;2;3;3;2;3;4;2;1;2;1;2;3;4;4;1;5;4;3;5;2
R1156;1;4;2;5;4;2;4;1;2;4;1;1;4;5;3;3;3;3;4;2;5;1;1;4;1;4;4;2;3;2;4;4;1;3;1;5;3
R1157;5;1;3;1;4;1;3;5;2;5;3;4;4;1;5;2;1;2;4;1;2;4;5;3;4;3;3;3;1;5;3;3;4;1;2;4;4
R1158;3;1;5;3;3;5;3;2;4;2;1;1;4;4;3;2;4;5;2;1;2;2;5;4;5;5;2;2;1;3;4;1;1;5;2;4;4
R1159;1;2;2;4;3;3;5;2;2;2;2;2;1;4;5;1;4;1;1;2;4;1;2;1;2;3;3;3;4;1;1;3;4;3;2;4;5
R1160;4;2;5;3;2;2;4;5;2;1;1;5;2;3;1;4;2;5;4;2;1;3;1;4;4;1;5;1;5;1;3;4;2;3;4;2;4
R1161;1;2;3;1;1;5;1;4;5;1;3;4;4;3;5;2;4;2;1;5;5;2;4;3;2;1;4;2;1;5;2;2;3;5;5;3;2
R1162;1;2;2;3;3;2;5;2;3;3;2;2;5;1;2;2;4;5;1;1;3;5;1;3;4;5;4;3;2;2;4;4;3;3;5;2;1
R1163;5;1;2;4;4;5;2;2;3;1;1;5;4;4;5;5;2;3;5;1;2;1;1;2;4;5;5;2;3;2;1;5;1;1;1;5;2
R1164;5;3;3;5;4;1;3;3;2;2;2;1;3;2;2;1;1;3;2;4;2;5;2;2;3;4;4;3;1;3;4;5;5;3;2;5;5
R1165;1;3;4;5;4;4;1;1;5;3;5;1;3;1;2;2;5;5;1;1;4;4;4;1;2;5;1;4;2;1;2;4;5;5;5;5;4
R1166;2;4;4;1;3;3;1;3;5;4;5;4;1;4;4;3;1;2;2;2;1;3;2;2;4;4;1;3;4;5;4;3;2;1;2;1;3
R1167;3;1;4;4;4;4;1;5;2;3;3;4;1;3;3;3;2;2;1;5;3;5;3;5;4;1;1;5;5;5;4;3;4;5;1;2;1
R1168;3;5;2;2;2;4;3;5;2;4;5;1;4;3;4;1;4;1;2;1;4;1;2;5;2;2;3;2;5;3;1;5;4;3;4;4;5
R1169;1;5;2;4;1;5;5;1;2;3;2;2;5;5;5;2;5;1;1;4;5;5;4;4;3;1;2;1;2;4;2;4;1;5;1;1;3
R1170;4;3;5;5;1;4;5;3;2;2;4;4;4;1;3;4;3;2;4;5;4;1;5;3;1;5;4;3;2;2;3;5;2;3;5;4;3
R1171;2;4;3;4;5;4;2;1;4;4;1;2;1;4;5;2;3;1;2;5;3;5;2;2;1;3;2;5;4;5;5;5;5;1;5;3;2
R1172;2;1;4;4;5;4;1;3;1;4;1;4;5;5;5;2;5;3;5;2;3;2;3;1;5;4;4;5;1;1;5;3;2;1;2;5;3
R1173;3;3;4;3;5;3;3;1;1;1;2;5;5;4;4;3;3;3;5;5;2;2;2;5;2;4;5;3;4;2;1;2;2;5;2;5;2
R1174;3;4;2;3;5;1;3;1;5;3;5;5;3;5;4;4;5;1;5;2;5;4;1;2;5;3;2;5;1;1;2;2;2;5;4;5;4
R1175;3;5;4;4;3;2;4;3;5;2;2;3;1;2;4;2;2;5;1;4;4;4;3;2;5;5;5;5;4;2;1;5;3;4;3;4;1
R1176;5;3;5;5;1;5;1;4;4;1;2;3;1;3;3;1;3;1;1;3;5;4;2;3;2;5;5;2;4;4;5;1;4;1;1;1;2
R1177;3;2;4;5;4;3;3;4;4;5;5;4;1;4;1;2;1;5;2;3;5;3;4;5;5;2;4;3;2;2;2;2;2;4;3;1;3
R1178;3;1;5;2;1;1;5;2;2;4;2;1;3;2;5;2;2;1;5;1;5;1;3;3;1;5;5;5;1;1;2;1;2;4;5;1;2
R1179;2;3;1;3;1;2;1;1;2;3;1;5;4;5;3;1;3;5;3;1;4;3;4;3;4;1;5;4;5;2;3;1;5;3;1;4;5
R1180;1;2;1;3;2;4;4;5;1;4;1;5;2;1;2;2;2;2;2;1;1;3;3;3;3;3;4;4;3;1;5;5;2;1;2;4;5
R1181;2;3;1;3;3;3;2;5;3;3;4;4;3;1;4;1;3;4;1;2;2;4;1;3;3;4;5;3;2;1;2;1;2;3;1;3;2
R1182;2;3;5;2;3;3;3;5;5;3;5;1;2;5;4;5;4;3;1;3;1;1;3;5;2;2;3;2;1;5;1;3;5;3;2;4;2
R1183;3;2;2;2;1;2;3;5;1;4;4;2;1;3;5;4;5;3;1;1;1;4;5;2;5;1;2;2;3;4;5;4;2;1;4;5;5
R1184;2;1;4;2;4;5;1;1;3;1;5;1;3;2;3;5;4;1;5;2;2;1;3;4;2;5;2;2;4;2;4;2;2;4;4;2;1
R1185;5;3;3;3;2;2;3;4;2;5;4;3;3;1;3;5;3;4;2;5;2;2;1;5;2;1;1;4;4;2;2;4;1;2;4;4;5
R1186;3;4;1;5;2;1;2;1;5;3;3;2;4;1;4;5;1;5;1;5;1;1;1;4;1;3;2;4;2;2;3;2;1;2;2;1;2
R1187;5;2;3;1;2;1;4;3;5;3;4;1;4;3;3;4;1;2;1;1;3;4;1;2;1;4;3;5;5;5;1;5;2;2;5;4;2
R1188;3;2;1;5;5;1;2;1;3;1;2;2;4;1;5;4;3;4;5;1;3;1;3;3;4;2;1;4;3;4;4;4;2;3;3;5;3
R1189;4;4;3;3;5;3;1;4;3;4;2;1;1;1;4;2;2;5;3;4;3;4;4;3;5;5;1;4;5;5;3;2;2;4;2;2;4
R1190;4;3;3;2;4;3;4;1;4;5;4;2;4;3;4;1;1;4;1;2;4;5;4;3;3;4;3;5;5;2;5;1;3;5;2;1;4
R1191;2;1;4;4;4;5;1;1;5;5;1;1;3;3;2;3;1;1;2;5;5;2;5;4;3;3;1;1;1;3;1;4;2;5;5;1;1
R1192;2;1;1;5;1;2;3;4;1;1;2;3;4;2;1;3;3;4;3;5;4;5;5;2;1;2;2;3;2;2;1;3;4;2;5;1;2
R1193;5;4;1;5;1;1;1;3;2;1;4;1;3;1;2;1;4;5;3;1;5;3;5;2;5;5;2;5;3;1;1;2;5;4;4;4;1
R1194;3;4;1;4;5;5;1;3;5;3;4;1;4;4;2;1;4;4;4;3;3;2;2;3;3;4;4;1;3;4;3;4;1;1;2;3;1
R1195;4;3;4;4;5;3;2;5;4;1;4;2;1;2;4;4;1;1;2;5;4;3;1;5;2;1;3;3;1;3;2;4;4;2;3;1;4
R1196;5;5;3;5;4;1;3;1;3;5;5;4;4;3;5;2;4;2;5;3;3;2;5;2;4;2;5;4;3;3;2;5;3;1;3;1;1
R1197;1;5;3;3;3;1;2;1;1;1;3;1;1;3;1;1;4;2;2;1;4;2;3;2;1;1;3;3;2;4;3;3;2;1;4;5;4
R1198;5;1;4;2;5;4;1;4;2;1;3;2;3;5;3;1;3;4;4;1;2;1;2;4;5;1;1;3;3;4;4;2;2;4;4;2;3
R1199;1;2;3;5;4;1;3;1;3;5;2;4;1;1;1;1;1;5;4;2;3;3;1;5;1;4;3;1;3;1;4;1;3;5;2;4;3
R1200;4;4;2;1;5;3;2;2;1;2;3;3;4;2;2;1;5;3;2;1;2;3;5;4;5;3;3;2;1;3;4;1;5;2;5;2;2
R1201;2;2;1;3;4;4;2;3;5;4;3;3;2;3;2;1;4;1;5;4;3;2;2;1;1;3;5;2;1;4;5;2;3;5;3;3;3
R1202;5;3;1;2;3;3;3;2;1;2;3;4;1;4;5;3;5;3;5;1;3;2;3;3;1;1;5;4;2;5;3;4;5;3;3;4;3
R1203;1;2;4;5;3;4;1;5;2;4;2;2;3;1;4;4;1;2;4;1;3;2;5;1;4;5;4;4;4;1;5;3;3;4;4;3;2
R1204;2;4;4;3;1;4;5;3;2;4;5;2;5;1;1;3;4;1;2;1;3;4;5;5;5;3;5;4;3;5;4;1;3;4;2;1;5
R1205;1;3;5;2;1;2;1;2;1;5;3;3;1;3;5;1;3;5;4;1;5;1;3;5;4;2;5;4;3;1;5;4;1;4;3;3;5
R1206;5;3;2;2;1;2;3;4;3;5;5;3;2;1;2;5;5;1;3;1;2;4;5;5;2;3;2;2;3;5;2;5;1;3;4;2;1
R1207;2;1;5;5;2;1;3;2;4;2;2;4;3;5;4;3;3;3;1;3;5;4;1;1;1;1;2;4;2;2;3;2;1;2;5;5;3
R1208;4;4;5;5;1;2;4;2;1;1;3;3;3;2;1;3;5;1;2;2;4;5;3;5;3;1;4;4;5;1;3;5;1;5;3;3;5
R1209;4;2;4;3;4;2;4;5;3;1;4;4;1;2;5;4;1;2;2;5;4;2;1;2;2;2;5;3;1;3;5;1;4;1;3;5;1
R1210;2;4;3;3;5;5;2;3;4;5;2;5;3;4;2;2;3;4;1;3;4;5;1;4;5;4;5;1;1;4;5;1;4;1;1;3;2
R1211;4;5;4;2;5;3;1;4;2;1;1;3;5;2;5;5;2;5;5;1;4;4;2;3;2;4;1;2;4;1;3;2;3;2;2;2;5
R1212;3;1;3;5;1;1;4;2;1;1;4;4;1;5;3;4;5;3;5;2;3;5;5;4;3;5;1;2;2;5;4;4;1;4;4;4;2
R1213;4;4;4;2;1;5;2;4;3;1;2;3;2;2;5;2;5;4;5;5;4;2;2;5;1;3;1;4;2;1;5;2;2;4;1;3;2
R1214;3;4;2;1;2;2;3;5;2;2;2;5;4;3;5;5;2;4;3;5;2;5;3;5;2;1;3;3;4;1;2;3;2;5;5;1;3
R1215;5;4;2;4;5;2;1;2;4;4;2;5;4;2;5;4;3;2;1;4;5;2;5;5;2;3;4;3;4;1;3;4;4;4;2;3;3
R1216;3;4;5;3;4;2;4;4;1;4;4;1;5;2;5;3;2;3;4;1;3;1;3;4;5;5;5;1;2;4;5;4;5;2;2;5;4
R1217;5;1;2;1;3;4;5;3;1;1;4;2;4;1;5;5;2;2;3;3;2;3;4;4;5;5;3;1;1;1;3;5;3;4;3;5;4
R1218;1;3;3;2;5;5;3;4;1;2;1;3;1;1;2;3;4;5;3;4;1;2;3;3;1;5;3;3;1;3;3;1;4;2;2;2;4
R1219;1;5;2;4;5;5;5;5;5;4;1;5;4;3;1;5;2;4;4;1;3;4;5;1;1;4;4;3;2;4;5;4;4;2;3;2;4
R1220;3;5;4;1;1;5;4;3;1;2;1;1;3;5;1;3;4;2;3;1;5;3;4;4;4;5;4;5;1;4;1;5;1;1;5;2;2
R1221;5;3;1;2;3;4;4;3;1;3;2;2;5;3;4;4;3;1;4;4;5;3;5;3;2;3;2;2;4;4;4;4;5;1;4;4;2
R1222;5;5;2;5;5;4;5;2;5;3;5;4;4;5;5;5;3;4;5;4;5;5;4;5;1;2;1;1;5;5;1;3;5;1;1;4;2
R1223;5;5;2;2;2;4;5;4;2;4;4;1;4;4;5;1;3;5;3;2;4;1;1;3;2;3;5;4;3;5;5;4;2;1;5;3;3
R1224;1;3;4;1;3;4;3;3;1;4;4;4;4;3;4;2;1;2;2;4;4;4;3;2;5;1;2;2;2;1;4;1;1;1;1;5;2
R1225;2;1;4;3;5;3;1;1;2;1;5;5;2;5;2;4;2;1;1;1;3;1;5;5;3;5;4;1;2;4;1;1;2;3;1;3;3
R1226;4;5;2;5;2;2;5;2;2;4;4;4;5;4;2;2;2;2;5;4;5;1;4;1;3;2;2;3;4;2;1;5;5;4;4;5;5
R1227;4;4;3;2;1;3;5;3;1;1;1;2;1;1;1;2;4;2;4;4;2;3;3;3;2;3;5;1;3;2;5;2;4;3;3;2;1
R1228;1;5;3;2;4;2;1;1;2;1;2;4;5;2;3;1;5;2;1;5;3;2;3;3;2;4;2;5;2;3;4;5;3;2;3;5;1
R1229;5;1;5;5;3;2;5;2;3;5;4;3;1;1;5;5;5;3;2;1;5;2;4;2;3;1;2;4;5;2;4;5;5;5;1;4;2
R1230;4;5;5;1;4;2;5;1;2;5;2;1;1;4;4;4;2;4;1;1;2;5;2;5;5;1;4;4;4;2;4;4;2;1;4;1;2
R1231;5;3;5;4;2;5;3;1;2;4;5;3;3;5;5;2;5;5;5;4;2;4;3;4;3;3;5;4;1;2;2;3;3;2;1;4;3
R1232;1;2;3;4;4;3;1;5;1;3;4;2;5;1;3;1;4;3;3;5;5;4;4;3;2;3;5;1;3;3;5;4;1;3;5;1;3
R1233;2;1;4;3;2;3;3;3;2;2;4;5;4;5;2;5;4;5;3;1;3;4;1;2;4;5;5;1;1;5;5;2;5;5;1;3;5
R1234;2;3;5;1;5;2;3;2;1;5;4;2;5;5;3;5;4;1;2;2;3;3;2;2;2;4;5;2;2;2;2;4;2;2;3;2;1
R1235;2;3;1;5;4;5;2;3;2;3;1;1;2;2;3;1;3;1;1;2;4;2;2;1;1;1;2;5;5;4;2;3;3;2;4;5;5
R1236;1;4;5;1;1;3;3;1;3;5;5;2;2;1;5;1;4;5;5;1;3;5;3;5;5;1;4;4;1;1;5;2;5;4;1;3;4
R1237;5;5;4;2;3;5;2;5;2;1;2;3;1;3;2;5;5;3;5;4;3;3;1;3;2;1;2;5;1;5;5;2;4;5;1;3;1
R1238;4;1;1;1;1;5;2;3;5;4;3;1;1;2;1;5;1;5;4;5;1;5;4;4;2;3;5;2;5;4;2;5;2;5;2;3;1
R1239;1;2;1;5;3;5;5;3;5;1;2;3;5;4;3;4;3;4;5;3;5;4;3;5;3;4;3;4;5;1;2;1;2;4;5;4;1
R1240;4;4;4;3;4;4;1;4;5;4;2;1;1;1;1;1;3;4;5;1;2;3;2;1;5;3;1;5;2;1;2;5;1;2;4;5;4
R1241;4;3;1;1;3;4;2;3;3;1;5;2;2;3;1;4;4;1;3;5;1;4;3;1;1;1;5;2;3;1;5;4;3;4;2;3;5
R1242;5;3;2;5;3;2;1;4;5;5;5;2;1;4;1;3;5;3;2;5;3;1;3;5;5;3;5;3;5;4;5;4;4;1;3;2;2
R1243;5;4;2;1;1;3;2;3;3;5;1;4;3;5;5;2;2;2;5;5;1;2;2;2;5;4;2;5;3;1;2;3;2;1;1;2;5
R1244;5;4;5;5;3;1;3;5;1;3;3;5;2;4;2;4;3;3;1;1;1;5;4;5;4;2;4;1;4;1;2;1;2;5;4;1;2
R1245;5;4;3;2;5;3;2;3;4;1;5;2;1;3;3;3;5;3;5;1;4;1;3;4;3;3;5;1;5;5;2;1;3;1;1;4;2
R1246;4;4;4;2;2;3;5;3;3;4;1;3;5;1;4;2;3;5;1;1;4;1;5;3;2;5;3;5;1;2;5;5;4;3;4;3;5
R1247;3;5;1;1;4;1;4;1;4;2;5;1;4;5;3;1;3;1;5;4;1;4;5;4;4;2;1;2;3;1;2;4;2;4;2;2;2
